Genome,portal_link,DMAT,HYBRID,NRPS,NRPS-Like,PKS,PKS-Like,TC,Total
Naganishia vishniacii ANT03-052 v1.1,https://mycocosm.jgi.doe.gov/Nagvi1,0,0,0,3,1,0,0,4
Naiadella fluitans ATCC 64713 v1.0,https://mycocosm.jgi.doe.gov/Naifl1,0,0,1,5,1,0,0,7
Nakaseomyces bacillisporus CBS 7720,https://mycocosm.jgi.doe.gov/Nakbac1,0,0,0,1,0,2,0,3
Nakaseomyces delphensis CBS 2170,https://mycocosm.jgi.doe.gov/Nakdel1,0,0,0,1,0,2,0,3
Nakazawaea wickerhamii NRRL Y-2563,https://mycocosm.jgi.doe.gov/Nakwi1,0,0,0,1,0,2,0,3
Nannizzia gypsea CBS 118893,https://mycocosm.jgi.doe.gov/Nangy1,4,5,10,8,12,3,2,44
Naohidea sebacea CBS 8477 (P95) v1.0,https://mycocosm.jgi.doe.gov/Naose1,0,0,1,2,1,0,0,4
Naumovozyma castellii CBS 4309,https://mycocosm.jgi.doe.gov/Nauca1,0,0,0,1,0,2,0,3
Naumovozyma dairenensis CBS 421,https://mycocosm.jgi.doe.gov/Nauda1,0,0,0,1,0,2,0,3
Nectriopsis sporangicola NRRL 22127 v1.0,https://mycocosm.jgi.doe.gov/Necsp1,1,0,1,6,5,1,1,15
Nemania abortiva FL1152 v1.0,https://mycocosm.jgi.doe.gov/Nemabo1,5,2,7,22,56,6,12,110
Nemania diffusa NC0034 v1.0,https://mycocosm.jgi.doe.gov/Nemdif1,4,5,12,25,39,6,6,97
Nemania serpens AK0226 v1.0,https://mycocosm.jgi.doe.gov/NsAK0226_1,2,3,9,11,29,4,6,64
Nemania serpens AZ0576 v1.0,https://mycocosm.jgi.doe.gov/NsAZ0576_1,7,2,9,19,46,3,9,95
Nemania serpens CBS 679.86 v1.0,https://mycocosm.jgi.doe.gov/NsCB679_1,8,4,9,16,40,3,9,89
Nemania sp. FL0031 v2.0,https://mycocosm.jgi.doe.gov/NeFL0031_2,4,7,8,17,48,4,11,99
Nemania sp. FL0916 v1.0,https://mycocosm.jgi.doe.gov/NeFL0916_1,5,9,10,15,45,5,8,97
Nemania sp. NC0429 v1.0,https://mycocosm.jgi.doe.gov/Nemani1,5,2,11,15,33,3,5,74
Nematocida displodere JUm2807,https://mycocosm.jgi.doe.gov/Nemdi1,,,,,,,,0
Nematocida parisii ERTm1,https://mycocosm.jgi.doe.gov/Nempa1,,,,,,,,0
Neocallimastix californiae G1 v1.0,https://mycocosm.jgi.doe.gov/Neosp1,0,0,10,6,14,9,0,39
Neocallimastix lanati v1.0,https://mycocosm.jgi.doe.gov/Neolan1,0,0,9,8,15,10,0,42
Neocallimastix sp. Gf-Ma3-1 v1.0,https://mycocosm.jgi.doe.gov/NeoGfMa1,0,1,20,9,14,13,0,57
Neocallimastix sp. WI3-B v1.0,https://mycocosm.jgi.doe.gov/NeoWI3_1,0,1,15,7,13,13,0,49
Neocosmospora boninensis NRRL 22470 v1.0,https://mycocosm.jgi.doe.gov/Neobo1,2,0,9,8,17,2,2,40
Neofusicoccum parvum UCRNP2,https://mycocosm.jgi.doe.gov/Neopa1,0,3,10,9,16,5,6,49
Neolecta irregularis DAH-1 v1.0,https://mycocosm.jgi.doe.gov/Neoirr1,0,0,1,1,0,2,3,7
Neolentinus lepideus v1.0,https://mycocosm.jgi.doe.gov/Neole1,0,0,2,18,4,0,11,35
Neonectria ditissima R09/05,https://mycocosm.jgi.doe.gov/Neodi1,1,2,8,11,14,2,3,41
Neosartorya fischeri NRRL 181,https://mycocosm.jgi.doe.gov/Neofi1,7,1,14,10,15,2,1,50
Neurospora crassa FGSC 73 trp-3 v1.0,https://mycocosm.jgi.doe.gov/Neucr_trp3_1,1,0,3,3,7,2,0,16
Neurospora crassa FGSC4200 (ORS6A) v2.0,https://mycocosm.jgi.doe.gov/Ncrass2,1,0,3,3,7,2,0,16
Neurospora crassa OR74A v2.0,https://mycocosm.jgi.doe.gov/Neucr2,1,0,3,3,7,2,0,16
Neurospora crassa clade B FGSC 4830 v1.0,https://mycocosm.jgi.doe.gov/Neucr4830_1,1,0,3,3,6,2,0,15
Neurospora discreta FGSC 8579 mat A,https://mycocosm.jgi.doe.gov/Neudi1,1,0,3,2,7,2,0,15
Neurospora hispaniola FGSC 10403 v1.0,https://mycocosm.jgi.doe.gov/Neuhi1,1,0,3,3,7,2,0,16
Neurospora tetrasperma FGSC 2508 mat A v2.0,https://mycocosm.jgi.doe.gov/Neute_matA2,1,0,3,3,7,2,0,16
Neurospora tetrasperma FGSC 2509 mat a v1.0,https://mycocosm.jgi.doe.gov/Neute_mat_a1,1,0,3,3,7,2,0,16
Nia vibrissa CBS 119815 v1.0,https://mycocosm.jgi.doe.gov/Niavib1,1,0,1,2,1,0,3,8
Niesslia exilis CBS 358.70 v1.0,https://mycocosm.jgi.doe.gov/Nieex1,3,3,16,16,25,2,0,65
Nosema apis BRL 01,https://mycocosm.jgi.doe.gov/Nosap1,,,,,,,,0
Nosema bombycis CQ1,https://mycocosm.jgi.doe.gov/Nosbo1,,,,,,,,0
Nosema ceranae BRL01,https://mycocosm.jgi.doe.gov/Nosce1,,,,,,,,0
Obba rivulosa 3A-2 v1.0,https://mycocosm.jgi.doe.gov/Obbri1,0,1,1,6,3,0,9,20
Obelidium mucronatum JEL802 v1.0,https://mycocosm.jgi.doe.gov/Obemuc1,0,1,4,2,1,2,0,10
Ogataea parapolymorpha DL-1,https://mycocosm.jgi.doe.gov/Ogapa1,0,0,0,1,0,2,0,3
Ogataea polymorpha NCYC 495 leu1.1 v2.0,https://mycocosm.jgi.doe.gov/Hanpo2,0,0,0,1,0,2,0,3
Oidiodendron maius Zn v1.0,https://mycocosm.jgi.doe.gov/Oidma1,2,4,5,14,34,4,2,65
Oidium neolycopersici UMSG2,https://mycocosm.jgi.doe.gov/Oidneo1,0,0,1,3,1,2,0,7
Oliveonia pauxilla MPI-PUGE-AT-0066 v1.0,https://mycocosm.jgi.doe.gov/Olipa1,3,1,1,3,2,0,2,12
Olpidium bornovanus UBC F19785,https://mycocosm.jgi.doe.gov/Olpbor1,0,0,0,1,0,1,0,2
Omphalotus olearius,https://mycocosm.jgi.doe.gov/Ompol1,0,1,1,15,4,0,6,27
Onnia scaura P-53A v1.0,https://mycocosm.jgi.doe.gov/Onnsc1,0,2,1,5,3,2,11,24
Ophiobolus disseminans CBS 113818 v1.0,https://mycocosm.jgi.doe.gov/Ophdi1,2,4,6,8,10,3,6,39
Ophiocordyceps australis Map64,https://mycocosm.jgi.doe.gov/Ophau1,1,2,9,9,15,3,0,39
Ophiocordyceps camponoti-rufipedis Map16,https://mycocosm.jgi.doe.gov/Ophca1,3,1,5,9,11,4,1,34
Ophiocordyceps kimflemingae SC16a,https://mycocosm.jgi.doe.gov/Ophun1,2,2,4,7,12,3,1,31
Ophiocordyceps sinensis IOZ07,https://mycocosm.jgi.doe.gov/Ophsi1,2,1,7,13,13,3,4,43
Ophiostoma novo-ulmi subsp. novo-ulmi H327,https://mycocosm.jgi.doe.gov/Ophnu1,0,0,1,3,8,2,1,15
Ophiostoma piceae UAMH 11346,https://mycocosm.jgi.doe.gov/Ophpic1,0,0,1,4,8,2,1,16
Ophiostoma piliferum,https://mycocosm.jgi.doe.gov/Ophpi1,0,0,1,1,2,3,1,8
Ophiostoma sp. PMI_507 v1.0,https://mycocosm.jgi.doe.gov/OphPMI507_1,0,0,2,8,10,2,1,23
Ordospora colligata OC4,https://mycocosm.jgi.doe.gov/Ordco1,,,,,,,,0
Orpinomyces sp.,https://mycocosm.jgi.doe.gov/Orpsp1_1,0,0,97,49,2,7,0,155
Oudemansiella mucida CBS 558.79 v1.0,https://mycocosm.jgi.doe.gov/Oudmuc1,1,0,1,21,3,0,12,38
Pachysolen tannophilus NRRL Y-2460 v1.2,https://mycocosm.jgi.doe.gov/Pacta1_2,0,0,0,1,0,2,0,3
Paecilomyces niveus CO7 v1.0,https://mycocosm.jgi.doe.gov/Bysni1,1,7,7,13,19,2,1,50
Paecilomyces variotii CBS 101075 v1.0,https://mycocosm.jgi.doe.gov/Paevar1,0,3,5,8,6,2,3,27
Paecilomyces variotii CBS144490 HYG1 v1.0,https://mycocosm.jgi.doe.gov/Paevar_HGY_1,0,3,7,7,6,2,3,28
Panaeolus papilionaceus CIRM-BRFM 715 v1.0,https://mycocosm.jgi.doe.gov/Panpap1,1,1,1,5,4,0,8,20
Panellus stipticus KUC8834 v1.1,https://mycocosm.jgi.doe.gov/Panst_KUC8834_1_1,0,1,1,8,6,1,5,22
Panellus stipticus LUM v1.0,https://mycocosm.jgi.doe.gov/Panst_LUM_1_1,0,2,0,8,8,0,5,23
Panus rudis PR-1116 ss-1 v1.0,https://mycocosm.jgi.doe.gov/Panru1,0,0,1,6,2,0,10,19
Papiliotrema laurentii 5307AH v1.0,https://mycocosm.jgi.doe.gov/Papla1,0,0,0,3,0,1,0,4
Paracoccidioides brasiliensis Pb03,https://mycocosm.jgi.doe.gov/Parbr1,0,0,4,5,3,2,1,15
Paracoccidioides brasiliensis Pb18,https://mycocosm.jgi.doe.gov/Parbra1,0,0,3,6,3,2,1,15
Paracoccidioides lutzii Pb01,https://mycocosm.jgi.doe.gov/Parlu1,0,0,3,6,3,2,1,15
Paraconiothyrium sporulosum AP3s5-JAC2a v1.0,https://mycocosm.jgi.doe.gov/Parsp1,4,1,4,10,17,2,2,40
Paramicrosporidium saccamoebae KSL3,https://mycocosm.jgi.doe.gov/Parsa1,0,0,0,0,1,1,0,2
Paraphoma chrysanthemicola MPI-GEGE-AT-0034 v1.0,https://mycocosm.jgi.doe.gov/Parch1,0,3,3,8,7,3,4,28
Paraphoma chrysanthemicola MPI-SDFR-AT-0120 v1.0,https://mycocosm.jgi.doe.gov/Parchr1,0,2,4,11,10,2,1,30
Paraphysoderma sedebokerense JEL821 v1.0,https://mycocosm.jgi.doe.gov/Parsed1,0,0,0,1,1,1,0,3
Parasitella parasitica v1.0,https://mycocosm.jgi.doe.gov/Parpar1,0,0,1,2,2,1,0,6
Parauncinula polyspora,https://mycocosm.jgi.doe.gov/Parpo1,0,0,1,2,1,2,0,6
Patellaria atrata v1.0,https://mycocosm.jgi.doe.gov/Patat1,0,0,5,4,6,2,0,17
Paxillus adelphus Ve08.2h10 v2.0,https://mycocosm.jgi.doe.gov/Paxru2,0,2,1,6,2,0,5,16
Paxillus ammoniavirescens Pou09.2 v1.0,https://mycocosm.jgi.doe.gov/Paxam1,0,2,1,12,4,0,4,23
Paxillus involutus ATCC 200175 v1.0,https://mycocosm.jgi.doe.gov/Paxin1,0,0,2,13,5,3,6,29
Pecoramyces sp. F1,https://mycocosm.jgi.doe.gov/Pecora1,0,0,40,20,8,9,0,77
Penicillium antarcticum DTO 356-E5 v1.0,https://mycocosm.jgi.doe.gov/Penanta1,4,1,13,9,18,3,4,52
Penicillium antarcticum IBT 31811,https://mycocosm.jgi.doe.gov/Penant1,2,1,13,8,18,2,2,46
Penicillium arizonense CBS 141311,https://mycocosm.jgi.doe.gov/Penar1,3,1,14,11,26,2,1,58
Penicillium atramentosum RS17 v1.0,https://mycocosm.jgi.doe.gov/Penatra1,1,3,10,14,13,2,3,46
Penicillium bilaiae ATCC 20851 v1.0,https://mycocosm.jgi.doe.gov/Penbi1,2,3,8,23,18,2,2,58
Penicillium brasilianum MG11,https://mycocosm.jgi.doe.gov/Penbra1,2,1,11,12,16,2,1,45
Penicillium brevicompactum 1011305 v2.0,https://mycocosm.jgi.doe.gov/Penbr2,2,1,13,16,22,2,4,60
Penicillium brevicompactum AgRF18 v1.0,https://mycocosm.jgi.doe.gov/PenbrAgRF18_1,2,1,15,15,24,2,3,62
Penicillium camemberti FM 013,https://mycocosm.jgi.doe.gov/Pencam1,3,4,15,9,19,2,6,58
Penicillium canescens ATCC 10419 v1.0,https://mycocosm.jgi.doe.gov/Penca1,2,2,14,10,26,3,5,62
Penicillium chrysogenum Wisconsin 54-1255,https://mycocosm.jgi.doe.gov/PenchWisc1_1,1,2,7,15,18,3,3,49
Penicillium chrysogenum v1.0,https://mycocosm.jgi.doe.gov/Pench1,0,2,9,14,18,3,4,50
Penicillium coprophilum IBT 31321,https://mycocosm.jgi.doe.gov/Pencop1,5,2,12,13,20,2,1,55
Penicillium decumbens IBT 11843,https://mycocosm.jgi.doe.gov/Pendec1,1,2,4,5,8,1,1,22
Penicillium digitatum PHI26,https://mycocosm.jgi.doe.gov/Pendi1,1,3,10,9,10,2,3,38
Penicillium digitatum Pd1,https://mycocosm.jgi.doe.gov/Pendig1,1,2,11,8,9,3,3,37
Penicillium expansum ATCC 24692 v1.0,https://mycocosm.jgi.doe.gov/Penex1,4,6,15,10,25,4,5,69
Penicillium expansum d1,https://mycocosm.jgi.doe.gov/Penexp1,3,6,16,10,21,3,3,62
Penicillium fellutanum ATCC 48694 v1.0,https://mycocosm.jgi.doe.gov/Penfe1,1,1,7,9,12,2,1,33
Penicillium flavigenum IBT 14082,https://mycocosm.jgi.doe.gov/Penfla1,4,2,11,15,18,3,4,57
Penicillium freii DAOM 242723,https://mycocosm.jgi.doe.gov/Penfr1,3,3,21,15,12,3,2,59
Penicillium glabrum DAOM 239074 v1.0,https://mycocosm.jgi.doe.gov/Pengl1,2,3,5,22,21,1,1,55
Penicillium griseofulvum PG3,https://mycocosm.jgi.doe.gov/Pengri1,3,3,10,16,21,4,1,58
Penicillium italicum PHI-1,https://mycocosm.jgi.doe.gov/Penita1,0,3,7,7,19,3,4,43
Penicillium janthinellum ATCC 10455 v1.0,https://mycocosm.jgi.doe.gov/Penja1,2,1,9,10,14,3,4,43
Penicillium lanosocoeruleum ATCC 48919 v1.0,https://mycocosm.jgi.doe.gov/Penla1,3,4,12,13,21,2,6,61
Penicillium malodoratum CBS 490.65 v1.0,https://mycocosm.jgi.doe.gov/Penmal1,0,1,10,14,17,2,3,47
Penicillium nalgiovense FM193,https://mycocosm.jgi.doe.gov/Pennal1,2,1,9,16,12,5,1,46
Penicillium nordicum DAOMC 185683,https://mycocosm.jgi.doe.gov/Pennord1,3,1,19,12,20,3,2,60
Penicillium occitanis CL100,https://mycocosm.jgi.doe.gov/Penoc1,1,1,8,20,25,8,4,67
Penicillium oxalicum 114-2,https://mycocosm.jgi.doe.gov/Penox1,3,4,11,13,5,2,2,40
Penicillium polonicum IBT 4502,https://mycocosm.jgi.doe.gov/Penpol1,4,6,17,17,19,3,2,68
Penicillium raistrickii ATCC 10490 v1.0,https://mycocosm.jgi.doe.gov/Penra1,3,5,13,16,23,3,4,67
Penicillium roqueforti FM164,https://mycocosm.jgi.doe.gov/Penro1,1,2,4,8,13,3,5,36
Penicillium solitum IBT 29525,https://mycocosm.jgi.doe.gov/Pensol1,2,3,12,13,21,4,4,59
Penicillium solitum IBT 30036 v1.0,https://mycocosm.jgi.doe.gov/Pensoli1,2,4,11,12,20,2,5,56
Penicillium sp. DTU1 v1.0,https://mycocosm.jgi.doe.gov/Aspcris1,1,2,13,12,22,2,3,55
Penicillium sp. NC0857 v1.0,https://mycocosm.jgi.doe.gov/ThyNC0857_1,2,0,9,10,14,4,1,40
Penicillium steckii IBT 24891,https://mycocosm.jgi.doe.gov/Penste1,4,3,10,13,11,2,0,43
Penicillium subrubescens FBCC1632 / CBS132785,https://mycocosm.jgi.doe.gov/Pensub1,3,1,11,12,21,3,0,51
Penicillium swiecickii 182 6C1 v1.0,https://mycocosm.jgi.doe.gov/Penswi1,5,3,14,15,32,3,5,77
Penicillium thymicola DAOMC 180753 v1.0,https://mycocosm.jgi.doe.gov/Penth1,2,3,18,17,23,2,5,70
Penicillium vulpinum IBT 29486,https://mycocosm.jgi.doe.gov/Penvul1,3,5,12,11,29,2,5,67
Peniophora sp. CONTA v1.0,https://mycocosm.jgi.doe.gov/Lopni1,1,0,2,9,3,0,9,24
Peniophora sp. v1.0,https://mycocosm.jgi.doe.gov/Ricme1,1,0,2,9,2,1,10,25
Perenniporia subacida PersubVin-SM18 v1.0,https://mycocosm.jgi.doe.gov/Persub1,0,0,3,18,5,0,13,39
Periconia macrospinosa DSE2036 v1.0,https://mycocosm.jgi.doe.gov/Perma1,3,6,16,15,40,10,6,96
Pestalotiopsis fici W106-1,https://mycocosm.jgi.doe.gov/Pesfi1,4,4,10,18,26,6,5,73
Pestalotiopsis sp. NC0098 v1.0,https://mycocosm.jgi.doe.gov/Pestal1,3,4,12,18,21,4,4,66
Peterozyma xylosa NRRL Y-12939,https://mycocosm.jgi.doe.gov/Petxy1,0,0,0,1,0,2,0,3
Peziza echinospora DOB1120 v1.0,https://mycocosm.jgi.doe.gov/Pezech1,0,0,1,2,4,3,0,10
Phaeoacremonium aleophilum UCRPA7,https://mycocosm.jgi.doe.gov/Phaal1,1,1,2,4,6,2,1,17
Phaeoacremonium sp. FL0889 v1.0,https://mycocosm.jgi.doe.gov/PhaeoFL0889_1,1,2,10,12,20,3,3,51
Phaeomoniella chlamydospora UCRPC4,https://mycocosm.jgi.doe.gov/Phach1,0,0,4,6,8,2,0,20
Phaeomoniellales sp. NC0930 v1.0,https://mycocosm.jgi.doe.gov/ClaNC0930_1,0,0,10,11,5,3,0,29
Phaeosolenia platensis CBS 268.64 v1.0,https://mycocosm.jgi.doe.gov/Phapla1,0,1,1,4,4,0,7,17
Phaeosphaeria poagena MPI-PUGE-AT-0046c v1.0,https://mycocosm.jgi.doe.gov/Phapo1,1,1,6,5,15,3,2,33
Phaeosphaeriaceae sp. PMI_808 v1.0,https://mycocosm.jgi.doe.gov/PhaPMI808,2,3,9,11,26,7,4,62
Phakopsora pachyrhizi K8108 v2.0,https://mycocosm.jgi.doe.gov/PhapaK8108,0,0,1,2,1,0,0,4
Phakopsora pachyrhizi MT2006 v1.0,https://mycocosm.jgi.doe.gov/Phapa1,0,0,1,2,1,0,0,4
Phakopsora pachyrhizi UFV02 v2.1,https://mycocosm.jgi.doe.gov/PpacPPUFV02,0,0,0,2,1,0,0,3
Phanerochaete carnosa HHB-10118-Sp v1.0,https://mycocosm.jgi.doe.gov/Phaca1,0,0,7,22,2,0,3,34
Phanerochaete chrysosporium RP-78 v2.2,https://mycocosm.jgi.doe.gov/Phchr2,0,0,1,19,2,0,2,24
Phanerochaete chrysosporium RP-78 v3.0,https://mycocosm.jgi.doe.gov/Phchr3_2,0,0,1,18,2,0,4,25
Phascolomyces articulosus v1.0,https://mycocosm.jgi.doe.gov/Phaart1,0,0,0,7,1,1,0,9
Phellinus ferrugineofuscus SpK3Phefer14 v1.0,https://mycocosm.jgi.doe.gov/Phefer1,0,1,1,5,3,2,6,18
Phellinus igniarius CCBS 575 v1.0,https://mycocosm.jgi.doe.gov/Pheign1_1,0,1,1,3,4,0,15,24
Phellinus noxius FFPRI411160,https://mycocosm.jgi.doe.gov/Pheno1,0,1,1,4,2,0,10,18
Phellinus viticola PhevitSig-SM15 v1.0,https://mycocosm.jgi.doe.gov/Phevit1,0,2,1,6,2,1,8,20
Phellopilus nigrolimitatus SigPhenig9 v1.0,https://mycocosm.jgi.doe.gov/Pheni1,0,2,1,9,2,0,9,23
Phialocephala scopiformis 5WS22E1 v1.0,https://mycocosm.jgi.doe.gov/Phisc1,2,5,5,17,24,3,4,60
Phialocephala subalpina UAMH 11012,https://mycocosm.jgi.doe.gov/Phisu1,0,2,5,19,20,4,5,55
Phialophora attae CBS 131958,https://mycocosm.jgi.doe.gov/Phiatt1,0,0,1,4,3,2,0,10
Phlebia brevispora HHB-7030 SS6 v1.0,https://mycocosm.jgi.doe.gov/Phlbr1,0,0,0,19,8,1,7,35
Phlebia centrifuga FBCC195,https://mycocosm.jgi.doe.gov/Phlcen1,0,0,0,16,1,1,4,22
"Phlebia radiata Fr. (isolate 79, FBCC0043)",https://mycocosm.jgi.doe.gov/Phlrad1,0,0,0,15,3,1,6,25
Phlebia subcretacea OMC74 v1.0,https://mycocosm.jgi.doe.gov/Phlsub1,0,0,1,7,4,0,13,25
Phlebiopsis gigantea v1.0,https://mycocosm.jgi.doe.gov/Phlgi1,0,0,0,18,1,0,4,23
Phlebopus sp. FC_14 v2.0,https://mycocosm.jgi.doe.gov/PhlFC14_2,0,2,1,10,3,0,10,26
Phleogena faginea OMC 1709 v1.0,https://mycocosm.jgi.doe.gov/Phlfa1,0,0,19,4,1,0,0,24
Pholiota alnicola AH 47727 v1.0,https://mycocosm.jgi.doe.gov/Phoaln1,0,2,0,14,2,0,18,36
Pholiota conissans CIRM-BRFM 674 v1.0,https://mycocosm.jgi.doe.gov/Phocon1,1,2,1,14,3,0,9,30
Pholiota molesta CBS 144467 v1.0,https://mycocosm.jgi.doe.gov/Phohig1,2,0,0,14,4,0,10,30
Phoma multirostrata 7a v1.0,https://mycocosm.jgi.doe.gov/Phomu1,1,0,4,7,4,2,0,18
Phoma tracheiphila IPT5 v1.0,https://mycocosm.jgi.doe.gov/Photr1,0,1,4,8,14,2,2,31
Phycomyces blakesleeanus L51 v1.0,https://mycocosm.jgi.doe.gov/Phybl_L51_1,0,0,0,2,1,1,0,4
Phycomyces blakesleeanus NRRL1555 v2.0,https://mycocosm.jgi.doe.gov/Phybl2,0,0,1,2,1,1,0,5
Phycomyces blakesleeanus UBC1 v1.0,https://mycocosm.jgi.doe.gov/Phybla1,0,0,1,1,1,1,0,4
Phycomyces blakesleeanus UBC21 v2.0,https://mycocosm.jgi.doe.gov/PhyblU21_2,0,0,1,3,1,1,0,6
Phycomyces nitens S607 v1.0,https://mycocosm.jgi.doe.gov/PnitS607_1,0,0,1,2,1,1,0,5
Phycomyces nitens S608 v1.0,https://mycocosm.jgi.doe.gov/PnitS608_1,0,0,1,2,1,1,0,5
Phycomyces nitens S609 v1.0,https://mycocosm.jgi.doe.gov/PnitS609_1,0,0,1,2,1,1,0,5
Phyllosticta capitalensis CBS 111638 v2.0,https://mycocosm.jgi.doe.gov/Phcapit2,0,1,3,9,4,2,2,21
Phyllosticta capitalensis CBS 117118 v1.0,https://mycocosm.jgi.doe.gov/Phcap1,0,1,3,9,4,2,1,20
Phyllosticta capitalensis CBS 123374 v1.0,https://mycocosm.jgi.doe.gov/Pcapi1,0,1,3,9,4,2,2,21
Phyllosticta capitalensis CBS 128856 v1.0,https://mycocosm.jgi.doe.gov/Phycap1,0,1,3,9,4,2,2,21
Phyllosticta capitalensis CBS 173.77 v2.0,https://mycocosm.jgi.doe.gov/Phycapi2,0,1,3,9,4,2,2,21
Phyllosticta capitalensis CBS 356.52 v1.0,https://mycocosm.jgi.doe.gov/Phcapi1,0,1,3,9,4,2,2,21
Phyllosticta citriasiana CBS 120426 v2.0,https://mycocosm.jgi.doe.gov/Pcitr2,0,1,4,8,5,2,2,22
Phyllosticta citriasiana CBS 120486 v1.0,https://mycocosm.jgi.doe.gov/Phycit1,0,1,4,8,5,2,1,21
Phyllosticta citriasiana CBS 123371 v2.0,https://mycocosm.jgi.doe.gov/Pcitri2,0,1,4,8,5,2,2,22
Phyllosticta citribraziliensis CBS 100098 v1.0,https://mycocosm.jgi.doe.gov/Phcit1,0,1,3,9,5,2,2,22
Phyllosticta citribraziliensis CPC 17464 v1.0,https://mycocosm.jgi.doe.gov/Pcit17464,0,1,3,10,5,2,2,23
Phyllosticta citricarpa CBS 102373 v1.0,https://mycocosm.jgi.doe.gov/Pcit120373,0,1,3,10,5,2,2,23
Phyllosticta citricarpa CBS 111.20 v1.0,https://mycocosm.jgi.doe.gov/Pcit11120,0,1,3,10,5,2,2,23
Phyllosticta citricarpa CBS 122482 v1.0,https://mycocosm.jgi.doe.gov/Pcit122482,0,1,3,10,5,2,2,23
Phyllosticta citricarpa CBS 122670 v1.0,https://mycocosm.jgi.doe.gov/Pcit122670,0,1,3,9,5,2,2,22
Phyllosticta citricarpa CBS 127454 v1.0,https://mycocosm.jgi.doe.gov/Phycitr1,0,1,4,8,5,2,2,22
Phyllosticta citricarpa CBS 131864 v1.0,https://mycocosm.jgi.doe.gov/Pcit131864,0,1,3,10,5,2,2,23
Phyllosticta citricarpa CBS 141352 v1.0,https://mycocosm.jgi.doe.gov/Pcit141352,0,1,3,10,5,2,2,23
Phyllosticta citricarpa CPC 16586 v1.0,https://mycocosm.jgi.doe.gov/Pcit16586,0,1,3,10,5,2,2,23
Phyllosticta citrichinaensis CBS 129764 v1.0,https://mycocosm.jgi.doe.gov/Pcit129764,0,1,3,9,5,2,2,22
Phyllosticta citrichinaensis CBS 130529 v1.0,https://mycocosm.jgi.doe.gov/Phcitr1,0,1,4,9,5,2,0,21
Phyllosticta paracitricarpa CBS 141357 v1.0,https://mycocosm.jgi.doe.gov/Phy27169,0,1,3,7,5,2,2,20
Phyllosticta paracitricarpa CBS 141358 v1.0,https://mycocosm.jgi.doe.gov/Phypa1,0,1,4,10,5,2,2,24
Phyllosticta sp. CPC 27913 v1.0,https://mycocosm.jgi.doe.gov/Phycpc1,0,1,4,9,5,2,2,23
Pichia kudriavzevii CBS573,https://mycocosm.jgi.doe.gov/Pickud1,0,0,0,1,0,2,0,3
Pichia membranifaciens v2.0,https://mycocosm.jgi.doe.gov/Picme2,0,0,0,1,0,2,0,3
Pichia pastoris,https://mycocosm.jgi.doe.gov/Picpa1,0,0,0,1,0,2,0,3
Piedraia hortae CBS 480.64 v1.1,https://mycocosm.jgi.doe.gov/Pieho1_1,0,0,2,1,2,2,0,7
Pilaira anomala RSA1997 v1.0,https://mycocosm.jgi.doe.gov/Pilano1,0,0,1,3,1,1,0,6
Pilobolus umbonatus NRRL 6349 v1.0,https://mycocosm.jgi.doe.gov/Pilumb1,0,0,1,0,1,1,0,3
Piloderma byssinum 4S31 v1.0,https://mycocosm.jgi.doe.gov/Pilbys1,3,0,0,14,8,0,5,30
Piloderma olivaceum F 1598 v1.0,https://mycocosm.jgi.doe.gov/Pilcr1,3,0,1,12,6,1,5,28
Piloderma sphaerosporum 354 v1.0,https://mycocosm.jgi.doe.gov/Pilsph1,0,0,0,4,2,1,9,16
Piptocephalis cylindrospora RSA 2659 single-cell v3.0,https://mycocosm.jgi.doe.gov/Pipcy3_1,0,0,0,0,0,1,0,1
Piptocephalis tieghemiana RSA 1565 v1.0,https://mycocosm.jgi.doe.gov/Piptie1,0,0,1,0,1,1,0,3
Piriformospora indica DSM 11827 from MPI,https://mycocosm.jgi.doe.gov/Pirin1,0,0,0,2,1,0,1,4
Piromyces finnis v3.0,https://mycocosm.jgi.doe.gov/Pirfi3,0,1,1,1,8,2,0,13
Piromyces sp. E2 v1.0,https://mycocosm.jgi.doe.gov/PirE2_1,0,0,34,18,5,8,0,65
Piromyces sp. UH3-1 v2.0,https://mycocosm.jgi.doe.gov/Piromy_p0_1,0,0,8,2,9,5,0,24
Pisolithus albus SI12 v1.0,https://mycocosm.jgi.doe.gov/Pisalb1,0,1,1,8,1,0,6,17
Pisolithus croceorrhizus ssp. 2 72 v1.0,https://mycocosm.jgi.doe.gov/Pisthe227_1,0,2,1,8,1,0,7,19
Pisolithus croceorrhizus subspA 74A v1.0,https://mycocosm.jgi.doe.gov/Piscro1,0,3,1,10,0,0,7,21
Pisolithus marmoratus ssp. 2 16A v1.0,https://mycocosm.jgi.doe.gov/Pismar1,0,1,2,11,1,0,11,26
Pisolithus microcarpus 441 v2.0,https://mycocosm.jgi.doe.gov/Pismi2,0,2,1,5,1,0,7,16
Pisolithus orientalis OTSU v2.0,https://mycocosm.jgi.doe.gov/Pisori2,0,1,1,5,1,0,7,15
Pisolithus sp. B1 v1.0,https://mycocosm.jgi.doe.gov/Pismi_AB1_1,0,1,1,7,1,0,5,15
Pisolithus thermaeus 11 v1.0,https://mycocosm.jgi.doe.gov/Pisthe1,0,3,1,8,1,0,8,21
Pisolithus tinctorius Marx 270 v2.0,https://mycocosm.jgi.doe.gov/Pisti2,0,2,1,7,1,0,10,21
